"Nombre_PA";"Page";"IDNum";"numero_esclave";"code_ppv";"code_id";"agence";"superviseur";"activites";"secteur";"commune";"syndicat";"categorie";"nom_site";"an_service";"code_station";"pages_annexes";"energie";"support";"num_appel";"num_secours";"marque";"type";"version";"h_auto_connect";"agence_astreinte";"adresse_ip";"rmqintersite";"site_lie";"intersite";"digicode";"divers"
0;"A39";1649;39;"77108";"38-113";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Bourgoin Jallieu";"FRONTONAS";"MARSA";"Poste de relevage";"PR Le Grand Port";2012;"A39";"";"EDF";"RTC";"04 74 94 72 60";"";"Sofrel";"S550";"2.50";"08:00";"Bourgoin Jallieu";"";"";;;"";""
0;"A4";1301;0;"60448";"38-4";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Bourgoin Jallieu";"BOURGOIN-JALLIEU";"CAPI Assainissement";"Poste de relevage";"PR Médipole 1";2011;"A4";"";"EDF";"RTC";"04 37 03 02 89";"";"Sofrel";"S550";"3.10.13";"06:00";"Bourgoin Jallieu";"";"";;;"";""
0;"A40";1650;40;"77122";"38-114";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Bourgoin Jallieu";"CHAMAGNIEU";"MARSA";"Poste de relevage";"PR Billiances";2012;"A40";"";"EDF";"RTC";"04 74 83 82 17";"";"Sofrel";"S550";"2.40";"08:00";"Bourgoin Jallieu";"";"";;;"";""
0;"A41";1631;0;"61336";"38-95";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Bourgoin Jallieu";"LOYETTES";"Loyettes";"STEP";"STEP Loyettes";2012;"A41";"";"EDF";"RTC";"04 72 93 92 19";"";"Sofrel";"S550";"3.22.10";"08:00";"Bourgoin Jallieu";"";"";;;"";""
0;"A42";1632;1;"73965";"38-96";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Bourgoin Jallieu";"LOYETTES";"Loyettes";"Poste de relevage";"PR le Sablon";2012;"A42";"";"EDF";"RTC";"";"";"Sofrel";"S550";"";"08:00";"Bourgoin Jallieu";"";"";;;"";""
0;"A43";1633;2;"64031";"38-97";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Bourgoin Jallieu";"LOYETTES";"Loyettes";"Poste de relevage";"PR des Bonnes";2012;"A43";"";"EDF";"RTC";"";"";"Sofrel";"S550";"";"08:00";"Bourgoin Jallieu";"";"";;;"";""
0;"A45";1691;100;;"38-116";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Bourgoin Jallieu";;"Apprieu";"STEP";"STEP Apprieu (BO)";2012;"A45";;"EDF";"RTC";"04 76 06 94 65";;"Sofrel";"S550";"5.7";"00:00";"Bourgoin Jallieu";;;;;;
0;"A46";1874;105;"71125";"38-121";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Bourgoin Jallieu";;"Apprieu";"Poste de relevage";"PR Planche Cattin";2014;"A46";;"EDF";"RTC";"04 76 37 58 28";;"Sofrel";"S550";"3.4";"06:00";"Bourgoin Jallieu";;;;"Non";;
0;"A47";1692;102;"63549";"38-118";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Bourgoin Jallieu";"APPRIEU";"Apprieu";"Poste de relevage";"PR le fond du rivié";2012;"A47";"";"EDF";"RTC";"04 76 37 59 49";"";"Sofrel";"S550";"";"00:00";"Bourgoin Jallieu";"";"";;;"";""
0;"A48";1693;103;;"38-119";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Bourgoin Jallieu";;"CCBE";"Poste de relevage";"PR Colombe CCBE";2012;"A48";;"EDF";"RTC";"04 76 05 67 35";;"Sofrel";"S550";;"00:00";"Bourgoin Jallieu";;;;;;
0;"A49";1694;104;"61330";"38-120";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Bourgoin Jallieu";"LE GRAND-LEMPS";"Le Grand Lemps";"Poste de relevage";"PR Route de la côte";2012;"A49";"";"EDF";"RTC";"04 76 67 35 74";"";"Sofrel";"S550";"";"00:00";"Bourgoin Jallieu";"";"";;;"";""
0;"A5";1302;0;"60449";"38-5";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Bourgoin Jallieu";"BOURGOIN-JALLIEU";"CAPI Assainissement";"Poste de relevage";"PR Médipole 2";2011;"A5";"";"EDF";"RTC";"04 37 03 02 78";"";"Sofrel";"S550";"3.10.13";"06:00";"Bourgoin Jallieu";"";"";;;"";""
0;"A50";1695;1;"61346";"38-121";"Isère";"EP Dauphiné-Savoie";"Assainissement";"Bourgoin Jallieu";"LE GRAND-LEMPS";"Impression sur etoffes du Grand Lemps";"STEP";"STEP SIEGL";2012;"A50";"";"EDF";"RTC";"04 76 06 38 16";"";"Sofrel";"S550";"";"00:00";"Bourgoin Jallieu";"";"";;;"";""
0;"A50";1848;51;;"38-115";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Bourgoin Jallieu";;"MARSA";"Poste de relevage";"PR Massonas chateau";2013;"A50";;"EDF";"RTC";"04 74 95 19 82";;"Sofrel";"S550";;;"Bourgoin Jallieu";;"NON";;;;
0;"A51";1849;51;;"38-117";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Bourgoin Jallieu";;"MARSA";"Poste de relevage";"PR Monturay Pignieu";2013;"A51";;"EDF";"RTC";"04 74 95 33 30";;"Sofrel";"S550";;;"Bourgoin Jallieu";;"NON";;;;
0;"A6";1297;0;"60450";"38-6";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Bourgoin Jallieu";"BOURGOIN-JALLIEU";"CAPI Assainissement";"Poste de relevage";"PR Ladriere 1";2011;"A6";"";"EDF";"RTC";"04 74 28 43 80";"";"Sofrel";"S550";"3.30.11";"06:00";"Bourgoin Jallieu";"";"";;;"";""
0;"A7";1298;0;"60451";"38-7";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Bourgoin Jallieu";"BOURGOIN-JALLIEU";"CAPI Assainissement";"Poste de relevage";"PR Ladriere 2";2011;"A7";"";"EDF";"RTC";"04 37 03 16 24";"";"Sofrel";"S550";"";"06:00";"Bourgoin Jallieu";"";"";;;"";""
0;"A9";1860;0;"52524";"38-9";"Isère";"EP Dauphiné-Savoie";"Assainissement";"Bourgoin Jallieu";"BOURGOIN-JALLIEU";"PhotoWatt";"Poste de relevage";"PR PhotoWatt2";2013;"A9";;"EDF";"RTC";"04 74 43 19 82";;"Sofrel";"S550";;;"Bourgoin Jallieu";;"OUI";;;;"Attention en réseau avec un PC à l'usine PhotoWatt ne pas changer les numéros d'esclave de la station."
0;"B1";1343;1;"52502";"93-12";"Isère";"EP Dauphiné-Savoie";"Eau potable";"Pont Evêque";"MARCILLOLES";"CC Chambaran";"Réservoir";"RV Marciolles";2011;"B1";"";"EDF";"RTC";"04 74 20 25 59";"";"Sofrel";"S50";"5.40";"07:00";"Bourgoin Jallieu";"";"";;;"";""
0;"B1";1474;0;"51148";"38-21";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Pont de Beauvoisin";"LE PONT-DE-BEAUVOISIN";"SIEGA Assainissement";"Poste de relevage";"PR Pré St Martin";2011;"B1";"";"EDF";"RTC";"04 76 37 24 12";"";"Sofrel";"S550";"";"01:00";"Pont de Beauvoisin";"";"STEP Calabre";;;"";""
0;"B10";1483;357;"52284";"38-30";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Pont de Beauvoisin";"LE PONT-DE-BEAUVOISIN";"Pont de beauvoisin Assainissement";"Poste de relevage";"PR Rue de Forville";2011;"B10";"";"EDF";"RTC";"04 76 32 89 68";"";"Sofrel";"S50";"5.47";"01:00";"Pont de Beauvoisin";"";"non";;;"";""
0;"B11";1353;11;"51819";"93-0";"Isère";"EP Dauphiné-Savoie";"Eau potable";"Pont Evêque";"ASSIEU";"GEBO";"Station de traitement";"ST Assieu reprise Taramas";2011;"B11";"";"EDF";"RTC";"04 74 84 47 07";"";"Sofrel";"S50";"5.26";"07:00";"Bourgoin Jallieu";"";"";;;"";""
0;"B11";1484;3;"51147";"38-31";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Pont de Beauvoisin";"SAINT-JEAN-D'AVELANNE";"SIEGA Assainissement";"Poste de relevage";"PR les Thuilieres les Salines";2011;"B11";"";"EDF";"RTC";"04 76 07 91 20";"";"Sofrel";"S550";"";"01:00";"Pont de Beauvoisin";"";"non";;;"";""
0;"B12";1354;17;"51818";"93-0";"Isère";"EP Dauphiné-Savoie";"Eau potable";"Pont Evêque";"ASSIEU";"GEBO";"Station de traitement";"ST Assieu Montarzin";2011;"B12";"";"EDF";"RTC";"04 74 20 51 42";"";"Sofrel";"S530";"3.30.13";"07:00";"Bourgoin Jallieu";"";"";;;"";""
0;"B12";1455;0;"66282";"38-33";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Pont de Beauvoisin";"ROMAGNIEU";"SIEGA Assainissement";"STEP";"STEP la Calabre";2011;"B12";"";"EDF";"RTC";"04 76 65 29 34";"";"Sofrel";"S550";"3.4";"06:00";"Pont de Beauvoisin";"195.100.210.195";"oui";;;"1290 marche/arret";"Attention il faut deux clefs pour accéder au site. L'accés distant via le Sofrel ne permet pas l'accès au Topkapi et à la passerelle netTAP100, à voir plus tard si nécessaire."
0;"B13";1355;12;"51817";"93-0";"Isère";"EP Dauphiné-Savoie";"Eau potable";"Pont Evêque";"CLONAS-SUR-VARÈZE";"GEBO";"Réservoir";"RV Clonas";2011;"B13";"";"EDF";"RTC";"04 74 79 97 09";"";"Sofrel";"S50";"4.24";"07:00";"Bourgoin Jallieu";"";"";;;"";""
0;"B13";1485;2;"71271";"38-32";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Pont de Beauvoisin";"BELMONT-TRAMONET";"SIEGA Assainissement";"Poste de relevage";"PR Val du Guiers";2011;"B13";"";"EDF";"RTC";"04 76 07 92 86";"";"Sofrel";"S550";"";"01:00";"Pont de Beauvoisin";"";"non";;;"";""
0;"B14";1356;13;"51816";"93-0";"Isère";"EP Dauphiné-Savoie";"Eau potable";"Pont Evêque";"CHONAS-L'AMBALLAN";"GEBO";"Station de traitement";"ST Chonas";2011;"B14";"";"EDF";"RTC";"04 74 58 87 05";"";"Sofrel";"S50";"4.24";"07:00";"Bourgoin Jallieu";"";"";;;"";""
0;"B15";1357;14;"51812";"93-0";"Isère";"EP Dauphiné-Savoie";"Eau potable";"Pont Evêque";"CLONAS-SUR-VARÈZE";"GEBO";"Pompage";"ST Pompage Gerbey";2011;"B15";"";"EDF";"RTC";"04 74 56 37 44";"";"Sofrel";"S50";"5.26";"07:00";"Bourgoin Jallieu";"";"";;;"";""
0;"B16";1358;15;"51815";"93-0";"Isère";"EP Dauphiné-Savoie";"Eau potable";"Pont Evêque";"VILLE-SOUS-ANJOU";"GEBO";"Pompage";"ST Ville S/Anjou les Littes";2011;"B16";"";"EDF";"RTC";"04 74 86 53 39";"";"Sofrel";"S50";"";"07:00";"Bourgoin Jallieu";"";"";;;"";""
0;"B17";1359;16;"51820";"93-0";"Isère";"EP Dauphiné-Savoie";"Eau potable";"Pont Evêque";"REVENTIN-VAUGRIS";"GEBO";"Pompage réservoir";"Surpresseur de Fabriéres";2011;"B17";"";"EDF";"RTC";"04 74 15 97 46";"";"Sofrel";"S550";"4.20";"07:00";"Bourgoin Jallieu";"";"Oui";;;"";"Basculement S50 vers S550 le 25/03/2013"
0;"B18";1363;18;"51855";"61-0";"Isère";"EP Dauphiné-Savoie";"Eau potable";"Pont Evêque";"SEPTÈME";"Nord de Vienne";"Pompage réservoir";"ST le Baraton";2012;"B18";"";"EDF";"RTC";"04 74 58 26 47";"";"Sofrel";"S550";"3.61";"06:00";"Bourgoin Jallieu";"";"";;;"";""
0;"B19";1364;19;"67671";"61-0";"Isère";"EP Dauphiné-Savoie";"Eau potable";"Pont Evêque";;"Nord de Vienne";"Pompage réservoir";"ST le Plat du loup";2011;"B19";"";"EDF";"RTC";"04 74 85 66 27";"";"Sofrel";"S50";"4.15";"06:00";"Bourgoin Jallieu";"";"";;;"";""
0;"B2";1344;8;"52472";"93-12";"Isère";"EP Dauphiné-Savoie";"Eau potable";"Pont Evêque";"MARCILLOLES";"CC Chambaran";"Pompage réservoir";"ST Marcilloles les poipes";2011;"B2";"";"EDF";"RTC";"04 74 20 35 12";"";"Sofrel";"S50";"5.23";"07:00";"Bourgoin Jallieu";"";"";;;"";""
0;"B2";1475;2;"52342";"38-22";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Pont de Beauvoisin";"LE PONT-DE-BEAUVOISIN";"SIEGA Assainissement";"Poste de relevage";"PR Rue de Belley";2011;"B2";"";"EDF";"RTC";"04 76 32 82 41";"";"Sofrel";"S550";"";"01:00";"Pont de Beauvoisin";"";"non";;;"";""
0;"B20";1365;20;"51851";"61-0";"Isère";"EP Dauphiné-Savoie";"Eau potable";"Pont Evêque";"CHUZELLES";"Nord de Vienne";"Pompage réservoir";"ST les Serpaizières";2011;"B20";"";"EDF";"RTC";"04 74 57 09 08";"";"Sofrel";"S50";"4.24";"06:00";"Bourgoin Jallieu";"";"";;;"";""
0;"B20";1560;201;"52319";"38-34";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Pont de Beauvoisin";"SAINT-ALBAN-DE-MONTBEL";"CCLA";"Poste de relevage";"PR la Curiaz";2012;"B20";"";"EDF";"RTC";"04 79 36 03 85";"";"Sofrel";"S50";"5.24";"05:00";"Pont de Beauvoisin";"";"";;;"";"Attention : remonte sur le CS100 de la STEP Bridoire pile 1 et 2."
0;"B21";1366;23;"52061";"76-0";"Isère";"EP Dauphiné-Savoie";"Eau potable";"Pont Evêque";"PONSAS";"Ponsas AEP";"Pompage";"ST Pompage Ponsas RN7";2011;"B21";"";"EDF";"RTC";"04 75 23 34 03";"";"Sofrel";"S50";"4.31";"06:00";"Bourgoin Jallieu";"";"";;;"";""
0;"B21";1561;202;"52315";"38-35";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Pont de Beauvoisin";"SAINT-ALBAN-DE-MONTBEL";"CCLA";"Poste de relevage";"PR Le Ganivet";2012;"B21";"";"EDF";"RTC";"04 79 36 18 91";"";"Sofrel";"S50";"5.11";"05:00";"Pont de Beauvoisin";"";"";;;"";"Attention: remonte sur le CS100 de la STEP de Bridoire pile 1 et 2."
0;"B22";1367;24;"52065";"60-0";"Isère";"EP Dauphiné-Savoie";"Eau potable";"Pont Evêque";"PONT-EVÊQUE";"Pont Evêque";"Pompage réservoir";"ST les Fontaines";2011;"B22";"";"EDF";"RTC";"04 74 57 19 58";"";"Sofrel";"S50";"4.15";"06:00";"Bourgoin Jallieu";"";"";;;"";""
0;"B22";1562;203;"52316";"38-36";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Pont de Beauvoisin";"SAINT-ALBAN-DE-MONTBEL";"CCLA";"Poste de relevage";"PR Le Guiguet";2012;"B22";"";"EDF";"RTC";"04 79 36 30 77";"";"Sofrel";"S50";"5.11";"05:00";"Pont de Beauvoisin";"";"";;;"";"Attention: remonte sur le CS100 de la STEP de Bridoire pile 1 et 2."
0;"B23";1368;25;"61332";"60-0";"Isère";"EP Dauphiné-Savoie";"Eau potable";"Pont Evêque";"PONT-EVÊQUE";"Pont Evêque";"Pompage réservoir";"Surpresseur la carra";2011;"B23";"";"EDF";"RTC";"04 74 85 68 62";"";"Sofrel";"S550";"";"06:00";"Bourgoin Jallieu";"";"";;;"";""
0;"B23";1563;204;"56844";"38-37";"Isère";"ASS Dauphiné-Savoie";"Assainissement";"Pont de Beauvoisin";"SAINT-ALBAN-DE-MONTBEL";"CCLA";"Poste de relevage";"PR Base Nautique du Soujey";2012;"B23";"";"EDF";"RTC";"04 79 36 05 56";"";"Sofrel";"S50";"5.13";"05:00";"Pont de Beauvoisin";"";"";;;"";"Attention: remonte sur le CS100 de la STEP de Bridoire pile 1 et 2."
0;"B24";1369;27;"52092";"71-0";"Isère";"EP Dauphiné-Savoie";"Eau potable";"Pont Evêque";"SAINT-RAMBERT-D'ALBON";"Saint Rambert d'albon AEP";"Station de traitement";"ST Bonrepos";2011;"B24";"";"EDF";"RTC";"04 75 31 06 82";"";"Sofrel";"S550";"";"06:00";"Bourgoin Jallieu";"";"";;;"";""
