"Nombre_PA";"Page";"IDNum";"numero_esclave";"code_ppv";"code_id";"agence";"superviseur";"activites";"secteur";"commune";"syndicat";"categorie";"nom_site";"an_service";"code_station";"pages_annexes";"energie";"support";"num_appel";"num_secours";"marque";"type";"version";"h_auto_connect";"agence_astreinte";"adresse_ip";"intersite";"site_lie";"rmqintersite";"digicode";"divers"
0;"M3";1328;163;"17434";"";"Ain";"EP Nord-Rhône / Ain";"Eau potable";"Civrieux";"CIVRIEUX";"DOMBES SAONE";"Pompage réservoir";"SP 3 FONTAINES - CIVRIEUX";2005;"M3";"";"EDF";"RTC";"04 78 98 35 88";"";"Perax";"P400XI";"";"";"";"";;;"";"";""
0;"M30";1645;155;"6559";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"BRINDAS";"SIAHVY";"Poste de relevage";"PR_BEL HORIZON - BRINDAS";0;"M30";"";"EDF";"RTC";"04 78 45 43 89";"";"Sofrel";"S50";"";"";"A12";"";;;"";"";""
0;"M31";1646;156;"6562";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"BRINDAS";"SIAHVY";"Poste de relevage";"PR_LES GARENNES - BRINDAS";2013;"M31";"";"EDF";"RTC";"04 78 45 13 43";"";"Sofrel";"S500";"4.30";"";"A12";"";;;"";"";""
0;"M32";1647;157;"6565";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"BRINDAS";"SIAHVY";"Poste de relevage";"PR_LE MILON - BRINDAS";2013;"M32";"";"EDF";"RTC";"04 78 16 94 77";"";"Sofrel";"S500";"4.30";"";"A12";"";;;"";"";""
0;"M33";1649;158;"6566";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"GRÉZIEU-LA-VARENNE";"SIAHVY";"Poste de relevage";"PR_MORELIERE - GRÉZIEU-LA-VARENNE";0;"M33";"";"EDF";"RTC";"04 37 22 04 07";"";"Sofrel";"S50";"";"";"A12";"";;;"";"";""
0;"M34";1650;159;"6563";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"GRÉZIEU-LA-VARENNE";"SIAHVY";"Poste de relevage";"PR_CHEMIN LE CREST - GRÉZIEU-LA-VARENNE";0;"M34";"";"EDF";"RTC";"04 37 22 03 96";"";"Sofrel";"S50";"";"";"A21";"";;;"";"";""
0;"M35";1651;160;"6557";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"GRÉZIEU-LA-VARENNE";"SIAHVY";"Poste de relevage";"PR_LE DRUT - GRÉZIEU-LA-VARENNE";0;"M35";"";"EDF";"RTC";"04 78 57 93 21";"";"Sofrel";"S50";"";"";"A12";"";;;"";"";""
0;"M36";1652;161;"6558";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"GRÉZIEU-LA-VARENNE";"SIAHVY";"Poste de relevage";"PR_RUE DES FORGES - GRÉZIEU-LA-VARENNE";0;"M36";"";"EDF";"RTC";"04 37 22 03 87";"";"Sofrel";"S50";"";"";"A12";"";;;"";"";""
0;"M37";1653;162;"6564";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"VAUGNERAY";"SIAHVY";"Poste de relevage";"PR_LE VALLIER - VAUGNERAY";0;"M37";"";"EDF";"RTC";"04 78 45 82 98";"";"Sofrel";"S50";"";"";"A12";"";;;"";"";""
0;"M38";1654;163;"6561";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"VAUGNERAY";"SIAHVY";"Poste de relevage";"PR_HAUT AIGUILLONS - VAUGNERAY";0;"M38";"";"EDF";"RTC";"04 78 45 87 79";"";"Sofrel";"S50";"";"";"A12";"";;;"";"";""
0;"M39";1655;164;"6560";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"VAUGNERAY";"SIAHVY";"Poste de relevage";"PR_BAS AIGUILLONS - VAUGNERAY";0;"M39";"";"EDF";"RADIO";"04 78 45 80 33";"";"Sofrel";"S50";"";"";"A12";"";;;"";"";""
0;"M4";1329;164;"22100";;"Ain";"EP Nord-Rhône / Ain";"Eau potable";"Civrieux";"TREVOUX";"DOMBES SAONE";"Réservoir";"RES LES TOURS - TREVOUX";2005;"M4";"";"EDF";"RTC";"04 74 00 18 34";"";"Perax";"P200Xm";"";"";"";"";;;"199";;
0;"M40";1656;165;"6567";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"VAUGNERAY";"SIAHVY";"Poste de relevage";"PR_VERVILLE - VAUGNERAY";1994;"M40";"";"EDF";"RTC";"04 78 45 70 81";"";"Sofrel";"S50";"";"";"A12";"";;;"";"";""
0;"M41";1657;166;"17368";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"VAUGNERAY";"SIAHVY";"Poste de relevage";"PR_MAISON BLANCHE - VAUGNERAY";0;"M41";"";"EDF";"RTC";"04 78 45 70 98";"";"Sofrel";"S50";"";"";"A12";"";;;"";"";""
0;"M42";1882;167;"6584";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"SAINT-ROMAIN-EN-GIER";"SYSEG";"Poste de relevage";"PR_LE BOURG - SAINT-ROMAIN-EN-GIER";0;"M42";;"EDF";"RTC";"04 72 24 57 49";;"Sofrel";"S50";;;"A11";;;;;;
0;"M43";1883;168;"64955";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"GIVORS";"SYSEG";"Poste de relevage";"PR_PORT DU BIEF - GIVORS";0;"M43";;"EDF";"RTC";"04 78 07 05 21";;"Sofrel";"S50";;;"A11";;;;;;
0;"M44";1884;169;"6586";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"GIVORS";"SYSEG";"Poste de relevage";"PR_RUE LONGARINI - GIVORS";0;"M44";;"EDF";"RTC";"04 78 73 28 83";;"Sofrel";"S50";;;"A11";;;;;;
0;"M45";1885;170;"17369";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Autre";"Givors";"SAINT-ANDÉOL-LE-CHÂTEAU";"SYSEG";"Autre";"VANNE_BALMONDON - SAINT-ANDÉOL-LE-CHÂTEAU";0;"M45";"";"EDF";"RTC";"04 78 81 40 16";"";"Sofrel";"S50";"";"";"A11";"";;;"";;
0;"M46";1893;171;"6815";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"SAINT-ROMAIN-EN-GAL";"RG1";"Poste de relevage";"PR_LA PLAINE - SAINT-ROMAIN-EN-GAL";0;"M46";;"EDF";"RTC";"04 74 56 37 33";;"Sofrel";"S500";;;"A12";;;;;;
0;"M47";1894;172;"6816";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"AMPUIS";"RG1";"Poste de relevage";"PR_VERENAY - AMPUIS";0;"M47";;"EDF";"RTC";"04 74 56 02 31";;"Sofrel";"S50";;;"A12";;;;;;
0;"M48";1895;173;"6817";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"SAINT-CYR-SUR-LE-RHÔNE";"RG1";"Poste de relevage";"PR_LA VEZERANCE - SAINT-CYR-SUR-LE-RHÔNE";0;"M48";;"EDF";"RTC";"04 74 56 36 85";;"Sofrel";"S500";;;;;;;;;
0;"M49";1896;174;"6814";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"SAINTE-COLOMBE";"RG1";"Poste de relevage";"PR_QUAI D'HERBOUVILLE - SAINTE-COLOMBE";0;"M49";"";"EDF";"RTC";"04 74 56 55 16";"";"Sofrel";"S500";"";"";"";"";;;"";;
0;"M5";1332;165;"66313";;"Ain";"EP Nord-Rhône / Ain";"Eau potable";"Civrieux";"TRAMOYES";"DOMBES SAONE";"Pompage réservoir";"SR LES MOUILLES - TRAMOYES";2010;"M5";"";"EDF";"GSM";"06 79 64 14 12";"";"Perax";"P400XI";"";"";"";"192.168.0.83";;;"";;
0;"M50";1897;175;"6820";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"AMPUIS";"RG2";"Poste de relevage";"PR_LA TRAILLE - AMPUIS";0;"M50";;"EDF";"RTC";"04 74 56 12 70";;"Sofrel";"S50";;;"A12";;;;;;
0;"M51";1898;176;"6819";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"AMPUIS";"RG2";"Poste de relevage";"PR_LE CHATEAU - AMPUIS";0;"M51";;"EDF";"RTC";"04 74 56 12 59";;"Sofrel";"S50";;;"A12";;;;;;
0;"M52";1899;177;"17467";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"AMPUIS";"RG2";"Poste de relevage";"PR_LE STADE - AMPUIS";0;"M52";;"EDF";"RTC";"04 74 56 17 12";;"Sofrel";"S50";;;"A12";;;;;;
0;"M53";1900;178;"6818";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"AMPUIS";"RG2";"Poste de relevage";"PR_LE TRIEVES - AMPUIS";0;"M53";"";"EDF";"RTC";"04 74 56 12 67";"";"Sofrel";"S50";"";"";"A12";"";;;"";;
0;"M54";1901;179;"17469";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"AMPUIS";"RG2";"Poste de relevage";"PR_LE GARAT - AMPUIS";0;"M54";;"EDF";"RTC";"04 74 56 72 26";;"Sofrel";"S50";;;"A12";;;;;;
0;"M55";1902;179;"17468";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"AMPUIS";"RG2";"Poste de relevage";"PR_LES SABLES - AMPUIS";0;"M55";;"EDF";"LP";;;"Sofrel";"S50";;;"A12";;;;"LP PR Le Garat";;
0;"M56";1903;180;"6811";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"CHAVANAY";"RG3";"Poste de relevage";"PR_VERNAT - CHAVANAY";1999;"M56";;"EDF";"RTC";"04 74 48 22 41";;"Sofrel";"S50";;;"A12";;;;;;
0;"M57";1904;180;"6812";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"CHAVANAY";"RG3";"Poste de relevage";"PR_VERLIEU - CHAVANAY";0;"M57";;"EDF";"LP";;;"Sofrel";"S50";;;"A12";;;;"LP PR Vernat";;
0;"M58";1905;180;"17466";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"SAINT-MICHEL-SUR-RHÔNE";"RG3";"Poste de relevage";"PR_JASSOUX AVAL - SAINT-MICHEL-SUR-RHÔNE";0;"M58";;"EDF";"LP";;;"Sofrel";"S50";;;"A12";;;;"LP PR Vernat";;
0;"M59";1906;180;"64948";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"SAINT-MICHEL-SUR-RHÔNE";"RG3";"Poste de relevage";"PR_JASSOUX EP - SAINT-MICHEL-SUR-RHÔNE";0;"M59";;"EDF";"LP";;;"Sofrel";"S50";;;;;;;"LP PR Vernat";;
0;"M6";1336;166;"7072";;"Ain";"EP Nord-Rhône / Ain";"Eau potable";"Civrieux";"GENAY";"ZI GENAY";"Station de traitement";"SP Z.I. GENAY - GENAY";0;"M6";"";"EDF";"RTC";"04 78 91 49 79";"";"Perax";"P200X";"";"";"";"";;;"";"";""
0;"M60";1907;180;"6808";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"SAINT-MICHEL-SUR-RHÔNE";"RG3";"Poste de relevage";"PR_JASSOUX AMONT EU - SAINT-MICHEL-SUR-RHÔNE";0;"M60";;"EDF";"LP";;;"Sofrel";"S50";;;;;;;"LP PR Vernat";;
0;"M61";1908;181;"6813";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"CHAVANAY";"RG3";"Poste de relevage";"PR_LES PRAIRIES - CHAVANAY";0;"M61";;"EDF";"RTC";"04 74 48 22 54";;"Sofrel";"S50";;;"A12";;;;;;
0;"M62";2393;130;"74816";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"SUD-RHONE";"MACLAS";"MACLAS";"Poste de relevage";"PR LES TAVERNES";2013;"M62";"";"EDF";"RTC";"04 37 02 04 00";"";"Sofrel";"S500";"3.61";"";"";"";;;"";"";"MeS 04/03/2013."
0;"M63";1909;181;"6810";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"CHAVANAY";"RG3";"Poste de relevage";"PR_LE STADE - CHAVANAY";0;"M63";;"EDF";"LP";;;"Sofrel";"S50";;;"A12";;;;"LP PR Prairies";;
0;"M64";1910;182;"50950";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"SAINT-ROMAIN-EN-GAL";"SAINT ROMAIN EN GAL";"Poste de relevage";"PR_ILE BARLET - SAINT-ROMAIN-EN-GAL";2005;"M64";"";"EDF";"RTC";"04 74 56 34 65";"";"Sofrel";"S500";"";"";"A12";"";;;"";;
0;"M65";1911;183;"50949";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"SAINT-ROMAIN-EN-GAL";"SAINT ROMAIN EN GAL";"Poste de relevage";"PR_LES GRANGES - SAINT-ROMAIN-EN-GAL";2005;"M65";"";"EDF";"RTC";"04 74 56 39 69";"";"Sofrel";"S50";"";"";"A12";"";;;"";;
0;"M66";1912;184;"17231";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Prestation AS";"Givors";"SIMANDRES";"SIAVO";"Poste de relevage";"PR_LE STADE - SIMANDRES";0;"M66";"";"EDF";"RTC";"04 78 02 07 98";"";"Sofrel";"S500";"";"";"A11";"";;;"";;
0;"M67";1913;185;"17229";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"SAINT-SYMPHORIEN-D'OZON";"SIAVO";"Poste de relevage";"PR_ROBERT SCHUMANN - SAINT-SYMPHORIEN-D'OZON";2002;"M67";"";"EDF";"RTC";"04 78 02 00 65";"";"Sofrel";"S50";"";"";"A11";"";;;"";"";""
0;"M68";1916;186;"17230";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"MARENNES";"SIAVO";"Poste de relevage";"PR_LA DONNIERE - MARENNES";0;"M68";"";"EDF";"RTC";"04 78 02 01 86";"";"Sofrel";"S50";"";"";"A11";"";;;"";"";""
0;"M69";1917;187;"50956";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"MARENNES";"SIAVO";"Poste de relevage";"PR_LES PRAIRIES - MARENNES";0;"M69";;"EDF";"RTC";"04 37 23 58 21";;"Sofrel";"S50";;;"A11";;;;;;
0;"M70";1918;188;"50955";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"SÉRÉZIN-DU-RHÔNE";"SIAVO";"Poste de relevage";"PR_ROND POINT DE SEREZIN - SÉRÉZIN-DU-RHÔNE";0;"M70";;"EDF";"RTC";"04 78 02 04 93";;"Sofrel";"S50";;;"A11";;;;;;
0;"M71";1919;189;"52580";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"MARENNES";"COMMUNE DE MARENNES";"Poste de relevage";"PR_LES FAUSSES - MARENNES";2005;"M71";;"EDF";"RTC";"04 78 96 02 45";;"Sofrel";"S500";;;"A11";;;;;;
0;"M72";1920;190;"17239";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"SAINT-PIERRE-DE-BOEUF";"MACLAS";"Poste de relevage";"PR_ZONE DE LOISIRS - SAINT-PIERRE-DE-BOEUF";0;"M72";;"EDF";"RTC";"04 74 87 17 55";;"Sofrel";"S50";;;"A12";;;;;;
0;"M73";1921;191;"17240";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"MACLAS";"MACLAS";"Poste de relevage";"PR_ROUTE DE L'ARDECHE - MACLAS";1992;"M73";"";"EDF";"RTC";"04 74 48 35 67";"";"Sofrel";"S50";"";"";"A12";"";;;"";;
0;"M74";1922;192;"17243";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"TUPIN-ET-SEMONS";"TUPINS SEMONS";"Poste de relevage";"PR_LE VILLAGE - TUPIN-ET-SEMONS";0;"M74";"";"EDF";"RTC";"04 74 56 65 93";"";"Sofrel";"S50";"";"";"A12";"";;;"";;
0;"M75";1640;193;"50759";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"BRIGNAIS";"BRIGNAIS";"Poste de relevage";"PR_PRESBYTERE - BRIGNAIS";2005;"M75";"";"EDF";"RTC";"04 72 31 17 87";"";"Sofrel";"S500";"";"";"A12";"";;;"";"";""
0;"M76";1641;194;"50761";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"BRIGNAIS";"BRIGNAIS";"Poste de relevage";"PR_MONINSABLE - BRIGNAIS";2006;"M76";"";"EDF";"RTC";"04 78 05 56 35";"";"Sofrel";"S500";"";"";"A12";"";;;"";"";""
0;"M77";1924;195;"25991";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"SAINTE-CONSORCE";"SAINTE CONSORCE";"Poste de relevage";"PR_CHARMILLON - SAINTE-CONSORCE";0;"M77";"";"EDF";"RTC";"04 78 87 11 84";"";"Sofrel";"S500";"";"";"A12";"";;;"";;
0;"M78";1628;196;"6523";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"MESSIMY";"SIAHVG";"STEP";"STEP_MESSIMY - MESSIMY";1995;"M78";"";"EDF";"RTC";"04 78 45 51 49";"";"Sofrel";"S50";"";"";"A11";"";;;"";"";""
0;"M79";1631;201;"61695";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"CHASSE-SUR-RHÔNE";"CHASSE SUR RHONE";"STEP";"STEP_CHASSE SUR RHONE - CHASSE-SUR-RHÔNE";2008;"M79";"";"EDF";"RTC";"04 78 07 15 74";"";"Sofrel";"S50";"";"";"A11";"";;;"";"";""
0;"M8";1310;168;"22111";"0-1";"Ain";"EP Nord-Rhône / Ain";"Eau potable";"Civrieux";"MIRIBEL";"NORD EST DE LYON";"Pompage";"SP FOUR A CHAUX - MIRIBEL";0;"M8";"";"EDF";"RTC";"04 78 55 69 48";"";"Perax";"P400XI";"";"";"M3-P3";"192.168.1.3";;;"169/170";"1007";""
0;"M80";1625;202;"62917";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"LOIRE-SUR-RHÔNE";"LOIRE SUR RHONE";"Poste de relevage";"PR_11 NOVEMBRE - LOIRE-SUR-RHÔNE";2007;"M80";"";"EDF";"RTC";"04 78 73 87 20";"";"Sofrel";"S50";"";"";"A11";"";;;"";"";""
0;"M81";1986;203;"59996";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"COMMUNAY";"COMMUNAY";"Poste de relevage";"PR Le Stade";2007;"M81";"";"EDF";"RTC";"04 72 24 04 42";"";"Sofrel";"S500";"";"";"";"";;;"";"";""
0;"M81";2546;;"6841";;"Ain";"EP Nord-Rhône / Ain";"Eau potable";"Civrieux";"MIRIBEL";"NORD EST DE LYON";"Réservoir";"RESERVOIR ST MARTIN";0;"M81";;"Autonome (Pile)";"LS";;;"Autre";;;;;;"LS";"FOUR A CHAUX - MIRIBEL";;;
0;"M82";1634;204;"62918";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"CONDRIEU";"CONDRIEU";"Poste de relevage";"PR_BASSENON - CONDRIEU";2008;"M82";"";"EDF";"RTC";"04 74 31 78 65";"";"Sofrel";"S50";"";"";"A12";"";;;"";"";""
0;"M83";1658;205;"60737";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"SAINTE-CONSORCE";"SIAHVY";"Poste de relevage";"PR_VIEUX BOURG - SAINTE-CONSORCE";0;"M83";"";"EDF";"RTC";"04 78 57 68 41";"";"Sofrel";"S500";"";"";"A12";"";;;"";"";""
0;"M84";1877;206;"6581";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"VAUGNERAY";"SIAHVY";"Bassin d'orage";"Bassin Rte d Yzeron - VAUGNERAY";2007;"M84";"";"EDF";"RTC";"04 78 45 88 95";"";"Sofrel";"S500";"";"";"A12";"";;;"";"";""
0;"M85";1988;207;"61700";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"MONTAGNY";"SYSEG Collecte";"Poste de relevage";"PR_LA CALE - MONTAGNY";2007;"M85";"";"EDF";"RTC";"04 72 24 68 47";"";"Sofrel";"S500";"";"";"A11";"";;;"";"";""
0;"M86";1989;208;"61699";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"MONTAGNY";"MONTAGNY";"Poste de relevage";"PR_ROTILLAT - MONTAGNY";0;"M86";;"EDF";"RTC";"04 78 07 94 86";;"Sofrel";"S500";;;"A11";;;;;;
0;"M87";1990;209;"61698";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"MONTAGNY";"MONTAGNY";"Poste de relevage";"PR_LA ROCHE - MONTAGNY";0;"M87";;"EDF";"RTC";"04 78 73 06 78";;"Sofrel";"S500";;;"A11";;;;;;
0;"M88";1991;210;"61697";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"MILLERY";"MILLERY";"Poste de relevage";"PR_LE SENTIER - MILLERY";0;"M88";;"EDF";"RTC";"04 78 46 26 71";;"Sofrel";"S500";;;"A11";;;;;;
0;"M89";1993;211;"61696";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"MILLERY";"MILLERY";"Poste de relevage";"PR_LA GALLEE - MILLERY";0;"M89";;"EDF";"GSM";"06 87 61 47 89";;"Sofrel";"S500";;;"A11";;;;;;
0;"M9";1314;169;"6840";;"Ain";"EP Nord-Rhône / Ain";"Eau potable";"Civrieux";"MIRIBEL";"NORD EST DE LYON";"Réservoir";"RES LA VILLE - MIRIBEL";0;"M9";"";"EDF";"RTC";"04 78 55 49 41";"";"Perax";"P200Xm";"";"";"";"";;;"167";;
0;"M90";1886;212;"63383";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Autre";"Givors";"MILLERY";"SYSEG";"Autre";"CPT_LA SABLIERE - MILLERY";2009;"M90";;"EDF";"RTC";"04 78 50 73 59";;"Sofrel";"S500";;;;;;;;;
0;"M91";1887;213;"59561";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"MORNANT";"SYSEG";"STEP";"STEP Paviere + Cpt Mornant";2008;"M91";"";"EDF";"GSM";"06 77 11 87 79";"";"Sofrel";"S500";"";"";"";"";;;"";"";""
0;"M92";1888;214;"63231";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Autre";"Givors";"GIVORS";"SYSEG";"Autre";"CPT_RUE DE LA DEMOCRATIE - GIVORS";2009;"M92";"";"EDF";"GSM";"06 77 30 26 97";"";"Sofrel";"S500";"";"";"";"";;;"";;
0;"M93";1889;215;"64650";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Autre";"Givors";"VOURLES";"SYSEG";"Autre";"CPT_CHEMIN DU GAUD - BRIGNAIS";2007;"M93";;"EDF";"GSM";"06 77 19 69 96";;"Sofrel";"S500";;;;;;;;;
0;"M94";1892;216;"64616";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"CHASSAGNY";"CHASSAGNY";"Poste de relevage";"PR_PRE ROY - CHASSAGNY";0;"M94";"";"EDF";"RTC";"04 78 19 34 07";"";"Sofrel";"S500";"";"";"A11";"";;;"";;
0;"M95";2517;230;"80325";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"SUD-RHONE";"SAINT-ROMAIN-EN-GIER";"SAINT ROMAIN EN GIER";"Poste de relevage";"PR AU CANAL (DIP)";2014;"M95";"";"EDF";"GSM";"06 71 77 90 88";"";"Sofrel";"S500";"4.30";"";"";"";"Non";"";"";"";"Poste DIP."
0;"M96";1987;218;"65040";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"COMMUNAY";"COMMUNAY";"Poste de relevage";"PR_LE COLLEGE BERLIOZ - COMMUNAY";0;"M96";"";"EDF";"RTC";"04 78 56 47 19";"";"Sofrel";"S500";"";"";"A11";"";;;"";"";""
0;"M97";1642;219;"64615";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"BRIGNAIS";"BRIGNAIS";"Poste de relevage";"PR_L'ARCHET - BRIGNAIS";2006;"M97";"";"EDF";"RTC";"04 78 03 29 31";"";"Sofrel";"S500";"";"";"A12";"";;;"";"";""
0;"M98";1891;1;"6583";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"GIVORS";"SYSEG";"STEP";"STEP_GIVORS - GIVORS";2004;"M98";"";"EDF";"RTC";"04 72 49 94 07";"";"Sofrel";"";"";"";"";"";;;"";"";""
0;"M99";1643;220;"67784";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"BRIGNAIS";"BRIGNAIS";"Poste de relevage";"PR_LA GARONETTE - BRIGNAIS";2010;"M99";"";"EDF";"RTC";"04 78 03 28 69";"";"Sofrel";"S500";"";"";"A12";"";;;"";"";""
0;"MA";1312;170;"6838";;"Ain";"EP Nord-Rhône / Ain";"Eau potable";"Civrieux";"MIRIBEL";"NORD EST DE LYON";"Pompage réservoir";"SR MAS RILLIER - MIRIBEL";0;"MA";"";"EDF";"RTC";"04 78 55 44 02";"";"Perax";"P200X";"";"";"";"";;;"167/171";;
0;"MA0";1914;133;"72073";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Autre";"Givors";"SAINT-SYMPHORIEN-D'OZON";"SIAVO";;"MESURE_ROUTE D'HEYRIEUX - SAINT-SYMPHORIEN-D'OZON";2011;"MA0";"";"EDF";"RTC";"04 37 66 35 90";"";"Autre";"";"";"";"";"";;;"";"";""
0;"MA1";1915;134;"72074";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Autre";"Givors";"SAINT-SYMPHORIEN-D'OZON";"SIAVO";"Autre";"MESURE_RUE NEUVE LE BOURG - SAINT-SYMPHORIEN-D'OZO";2011;"MA1";"";"EDF";"RTC";"04 37 66 35 89";"";"Autre";"";"";"";"";"";;;"";"";""
0;"MA1";2407;0;"";"";"Sud-Rhône";"EP Sud-Rhône / Centre-Rhône";"Eau potable";"SUD-RHONE";"GRIGNY";"MLY";"Captage";"USINE_BERTHELOT - GRIGNY (ter )";0;"MA1";"";"EDF";"IP";"";"";"Autre";"API";"";"";"";"";;;"";"";""
0;"MA2";2303;135;"72075";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Autre";"Givors";"SÉRÉZIN-DU-RHÔNE";"SIAHVY";"Autre";"MESURE_RUE MAURICE PETIT - SÉRÉZIN-DU-RHÔNE";2011;"MA2";"";"EDF";"RTC";"04 37 66 35 91";"";"Sofrel";"S500";"";"";"";"";;;"";"";""
0;"MA3";1923;132;"64413";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"TUPIN-ET-SEMONS";"TUPINS SEMONS";"Poste de relevage";"PR_CHIPIER - TUPIN-ET-SEMONS";0;"MA3";"";"EDF";"RTC";"04 74 31 90 63";"";"Sofrel";"";"";"";"";"";;;"";"";""
0;"MA4";2175;193;"71921";"0-7";"Sud-Rhône";"ASS Rhone Saone";"Assainissement";"Givors";"MACLAS";"MACLAS";"STEP";"STEP_DE_PARAVEYRE - MACLAS";2011;"MA4";"";"EDF";"RTC";"07 74 87 70 47";"";"Sofrel";"S500";"3.51";"";"";"";;;"";"";""
